Path,Ground_truth
../Data/Pics/Ndhu/captcha441.jpg,byp5j
../Data/Pics/Ndhu/captcha442.jpg,dsxfg
../Data/Pics/Ndhu/captcha443.jpg,lvds
../Data/Pics/Ndhu/captcha444.jpg,cx5dr
../Data/Pics/Ndhu/captcha445.jpg,m7nx3
../Data/Pics/Ndhu/captcha446.jpg,xhpgz
../Data/Pics/Ndhu/captcha447.jpg,Lath
../Data/Pics/Ndhu/captcha448.jpg,swgmx
../Data/Pics/Ndhu/captcha449.jpg,7skkg
../Data/Pics/Ndhu/captcha450.jpg,gte
../Data/Pics/Ndhu/captcha451.jpg,ewMzx
../Data/Pics/Ndhu/captcha452.jpg,Eeuhs
../Data/Pics/Ndhu/captcha453.jpg,以nyrq
../Data/Pics/Ndhu/captcha454.jpg,Rwdz2
../Data/Pics/Ndhu/captcha455.jpg,fdfz
../Data/Pics/Ndhu/captcha456.jpg,CEMf
../Data/Pics/Ndhu/captcha457.jpg,Mn6Vq
../Data/Pics/Ndhu/captcha458.jpg,BGW2v
../Data/Pics/Ndhu/captcha459.jpg,q4zkg
../Data/Pics/Ndhu/captcha460.jpg,csfr
../Data/Pics/Ndhu/captcha461.jpg,Exrsk
../Data/Pics/Ndhu/captcha462.jpg,Uasrd
../Data/Pics/Ndhu/captcha463.jpg,Y2vcs
../Data/Pics/Ndhu/captcha464.jpg,hS2sq
../Data/Pics/Ndhu/captcha465.jpg,h84t
../Data/Pics/Ndhu/captcha466.jpg,PUrzg
../Data/Pics/Ndhu/captcha467.jpg,nD5o
../Data/Pics/Ndhu/captcha468.jpg,vwa7u
../Data/Pics/Ndhu/captcha469.jpg,cucg
../Data/Pics/Ndhu/captcha470.jpg,巨hax
../Data/Pics/Ndhu/captcha471.jpg,ppdh
../Data/Pics/Ndhu/captcha472.jpg,jp39x
../Data/Pics/Ndhu/captcha473.jpg,C6vtm
../Data/Pics/Ndhu/captcha474.jpg,从xgjb
../Data/Pics/Ndhu/captcha475.jpg,q3wcb
../Data/Pics/Ndhu/captcha476.jpg,phvuc
../Data/Pics/Ndhu/captcha477.jpg,j3eh
../Data/Pics/Ndhu/captcha478.jpg,YEL28
../Data/Pics/Ndhu/captcha479.jpg,dsj9m
../Data/Pics/Ndhu/captcha480.jpg,nnA9
../Data/Pics/Ndhu/captcha481.jpg,qt5v5
../Data/Pics/Ndhu/captcha482.jpg,eirfc
../Data/Pics/Ndhu/captcha483.jpg,crnn9
../Data/Pics/Ndhu/captcha484.jpg,sS9fz
../Data/Pics/Ndhu/captcha485.jpg,x5hbm
../Data/Pics/Ndhu/captcha486.jpg,Nmqp5
../Data/Pics/Ndhu/captcha487.jpg,6v9p
../Data/Pics/Ndhu/captcha488.jpg,dhbgc
../Data/Pics/Ndhu/captcha489.jpg,akqvk
../Data/Pics/Ndhu/captcha490.jpg,Jsxvf
../Data/Pics/Ndhu/captcha491.jpg,53ph
